ytid,start_time,class,set
2RDH4QumPHg,30,playing electric guitar,test
2RdBGON9IZw,560,playing electric guitar,train
3Y_gRba0sic,23,playing trumpet,train
2ReFYzrhlXI,94,playing sitar,train
2ReFYzrhlXI,111,playing sitar,test
2RF1Y7snnWc,2,woodpecker pecking tree,test
2rFMXXUKdBI,8,people shuffling,train
2rFw6q6XxRY,20,police car (siren),train
2RF1Y7snnWc,18,woodpecker pecking tree,train
2rgFeN1kdlA,203,sharpen knife,test
2rgFeN1kdlA,236,sharpen knife,train
3XU8WjwSfPw,32,"child speech, kid speaking",train
2RHs9ghDH0U,30,male singing,train
3y06nE4kmWg,40,sailing,test
2R-iFn0XhyM,30,male singing,train
3XufRcpruvk,111,woodpecker pecking tree,train
2RJdhWu4cg8,0,playing drum kit,train
2rjP3xC-DhA,170,wind noise,train
3xNnp-Wuf-s,111,chimpanzee pant-hooting,train
3xq1KECssR0,30,wind noise,train
2RKUU7SaS6I,280,playing saxophone,train
3XRorkzdqRI,24,singing choir,train
2RMUrk4UVdE,205,female singing,train
2RneGStPD3g,8,playing bass drum,test
3xqQUeY_al4,50,"vehicle horn, car horn, honking",train
2RoJ3eEOuWc,21,playing tambourine,train
2RoJ3eEOuWc,97,playing tambourine,train
3Y50TGertJk,150,playing piano,train
2Rq2cR19NSs,30,baby crying,train
2RQyJ543HbE,32,hail,train
2RQyJ543HbE,135,hail,train
3xWiV-_O_8k,0,helicopter,test
2RS8xE_yp18,128,playing washboard,train
2RS8xE_yp18,161,playing washboard,train
2rSFLrwcvcY,20,pheasant crowing,train
3Ye3T5DYLSM,0,chicken crowing,test
3YeHvCQZ3V8,70,playing trombone,train
3yFA-HGK9cs,93,tap dancing,train
2rV3x4vpi8g,50,chicken crowing,test
3YFgxjIeXb8,110,skidding,train
2Rwp6f7Rkmk,30,playing cello,train
3yF_6WsUeFw,60,owl hooting,test
3-YKFxga7C0,0,playing piano,train
2rYqQH_iBm8,150,train horning,train
2rzpfFL7p9o,80,skateboarding,train
2RZUftPXErE,30,male singing,test
2s_vkDbVsxo,170,driving buses,train
3YmBlzEx5oY,3,dog howling,train
2rZvDtZIaD4,110,wind rustling leaves,test
3ymE2QOPRCA,83,people burping,train
2S1KFazIKyo,180,playing drum kit,test
2S1_6iv-doc,7,underwater bubbling,train
2S1_6iv-doc,36,underwater bubbling,test
2S3bd7jBX0Q,10,police car (siren),train
3yF_6WsUeFw,87,owl hooting,train
3YjiDiMIzjU,30,playing acoustic guitar,train
2s4P4sQgYCE,4,playing sitar,train
2S5nRkhDT9M,240,playing accordion,train
2S06RG9jQXM,30,playing acoustic guitar,train
2s6TxnuKYhc,30,child singing,train
2S7eUQlumxo,80,playing harpsichord,train
3YMVY_cMIYY,54,chimpanzee pant-hooting,train
2s7sdW92JRA,238,people eating,train
2s8JCk4nTwM,22,"engine accelerating, revving, vroom",test
3YMVY_cMIYY,99,chimpanzee pant-hooting,train
2s7sdW92JRA,256,people eating,train
2s8tM4yCtbw,418,playing badminton,train
2S46r7iLicw,30,playing electric guitar,train
2S430NjrOGA,534,swimming,train
2sa7fL31GSk,120,female singing,train
2S430NjrOGA,673,swimming,train
3YaI8p2pAoM,90,people crowd,train
3yAm5ywXk0I,106,strike lighter,test
3YAQrx9sdYc,63,people booing,train
3yBNGFI6X2g,131,slot machine,train
3YcRgkGM9Fg,210,playing flute,test
3Yf0LJ62VVs,423,playing volleyball,train
3yK6okC9toY,127,people slurping,train
3YO9V1LRhJA,2,playing electric guitar,train
2seBiGjMbDc,18,wood thrush calling,test
2seBiGjMbDc,77,wood thrush calling,train
2SebmDnbwu8,340,playing cymbal,train
2seHZPN4sjM,30,playing electric guitar,train
2seJaQVkFmg,13,vacuum cleaner cleaning floors,train
2seJaQVkFmg,25,vacuum cleaner cleaning floors,test
2SEkiq5rTrs,30,typing on computer keyboard,test
2Sg6Yq5S9Bo,30,playing acoustic guitar,test
3YbyJAJxPCw,30,female singing,train
3YDZ_qlRLG0,102,mouse clicking,test
3yFA-HGK9cs,59,tap dancing,test
3yK6okC9toY,138,people slurping,train
3yYmj2UGVGo,23,baby laughter,test
3Z1aN7gfkNE,477,playing clarinet,train
2-sjd0ukeaA,112,people screaming,train
3ySBAEOa8Ko,38,wind rustling leaves,train
3yYmj2UGVGo,39,baby laughter,train
2sKmLLGGuVw,0,ambulance siren,test
3Z1Q5kk-W3o,16,playing saxophone,train
2-smp8840BY,30,playing acoustic guitar,test
3Ys34xEC4nA,5,beat boxing,train
3yShDnsPfoM,241,mouse clicking,train
3Yv1wMpN-jk,171,lions growling,test
2SPUM0VQhug,320,"railroad car, train wagon",test
2sQi5sbiYH8,18,child singing,train
2Sr__ctC3s4,30,"playing marimba, xylophone",train
2sRndtEVzjY,0,skidding,train
3yXmaeulkIY,200,"bird chirping, tweeting",train
3YzfYec2nYE,89,playing volleyball,test
2sTc2C9Uh1w,0,people babbling,train
3YzfYec2nYE,143,playing volleyball,test
3Z5ENQVGhPs,13,air horn,train
2Sto24aXwao,81,baltimore oriole calling,test
2Sto24aXwao,97,baltimore oriole calling,train
2Sup-5kPxRk,100,driving buses,train
3yShDnsPfoM,463,mouse clicking,train
3Yv1wMpN-jk,334,lions growling,train
3YxP_xngyBQ,68,playing tabla,train
3z5M9PGhCVA,126,rapping,train
2Sw8LY_oqpA,30,playing bass guitar,train
3z5M9PGhCVA,183,rapping,train
2sx5x3p6WHE,10,cheetah chirrup,train
3Z_Y9oR8TaU,30,people running,train
2syCCpacVu0,30,playing cello,train
2sx5x3p6WHE,21,cheetah chirrup,train
3YOH4c9HXpo,290,"subway, metro, underground",train
3yOi-GVoXWo,30,playing electric guitar,train
3yOJcCMfiwA,6,opening or closing drawers,train
3yOJcCMfiwA,16,opening or closing drawers,train
3YoklrybRw8,114,cat meowing,train
3yolbg1tH9U,30,male singing,test
3YonX10tBvE,20,sliding door,train
3yoo27Wb02M,10,playing banjo,train
3YQN0XaA-BY,240,playing bongo,train
3yQNUlqJLpU,230,playing saxophone,train
3ySBAEOa8Ko,10,wind rustling leaves,train
3YSR3geAntI,12,"electric shaver, electric razor shaving",train
3YuBzhAU_Yc,0,"race car, auto racing",test
3yvn70qH0E8,30,playing electric guitar,test
2T7_CuCRPSw,231,playing djembe,train
2T7_CuCRPSw,304,playing djembe,train
2t7AJfvbd2s,30,male singing,test
2T7qY5t5lA4,526,basketball bounce,train
2T8EZDIdxiA,162,skiing,train
2t8m9DMVEpc,1,playing tambourine,train
2t8m9DMVEpc,20,playing tambourine,train
3yyAHDxkpc4,11,"vehicle horn, car horn, honking",train
3Z1aN7gfkNE,408,playing clarinet,test
2T90bxZ-AGo,30,using sewing machines,train
2T742rZ0KgQ,30,"male speech, man speaking",train
2-tA1GBfCFw,43,wind chime,test
2TbkILZrfLI,30,male singing,train
2tagPyDux64,464,children shouting,train
2tasnlJcA08,30,"male speech, man speaking",train
2Tbwd_4Psl8,60,eating with cutlery,train
2TBXWLmtBY4,304,playing theremin,train
3ZF94E1Fqog,30,"male speech, man speaking",train
2tcT1CDFM54,9,"rowboat, canoe, kayak rowing",train
2tdHvVXuajw,14,playing sitar,test
2tdHvVXuajw,40,playing sitar,test
3ZFJgte53Yo,82,people booing,train
2TEoU-2aj80,2,playing bassoon,train
2TEoU-2aj80,13,playing bassoon,train
2tF8E3WGxkk,380,playing cello,test
2tFn61fIwQ0,210,ambulance siren,train
3Z6WE3OB3Ag,40,car engine knocking,test
3z8SFfchy_s,170,skateboarding,train
3z52z_mtR8U,260,dog baying,train
3zFOIMQFtE8,30,"engine accelerating, revving, vroom",train
2TgWPEuoeOc,2,beat boxing,test
2TIdNWgZGEk,100,"vehicle horn, car horn, honking",train
2tjEckdpSW0,7,pig oinking,train
2tjEckdpSW0,17,pig oinking,test
2TJDd0LrVmo,245,magpie calling,test
2T-JfElrYHc,30,"playing marimba, xylophone",test
2tJxO3dqjs0,30,horse clip-clop,train
2TjzYXFbEgY,115,"electric shaver, electric razor shaving",test
2TkdxEYOXok,30,playing accordion,train
2TkyCqUJhig,192,airplane flyby,train
3zDzysPlw7g,248,playing steelpan,train
2TltgavMxy4,300,playing bagpipes,test
3ZE9rhIvoJ8,90,"motorboat, speedboat acceleration",train
2TNfFQvNXkk,30,male singing,train
2TobXjDXF0s,43,playing harpsichord,train
2TobXjDXF0s,84,playing harpsichord,train
2tOCH1TEjYA,30,male singing,test
2toMcw9b0MA,450,"playing marimba, xylophone",train
3ZEHgq1o8PI,370,helicopter,train
2Tp7E0P-FhA,49,beat boxing,test
3ZcrkmbHrPo,36,"bird chirping, tweeting",train
3zekgmpog1E,375,playing badminton,test
3zHhwTkqDJQ,150,playing clarinet,train
2TPWOxOruQ0,1,fire crackling,train
2TPWOxOruQ0,67,fire crackling,train
2TqRmkoRpm8,6,playing cornet,train
2tRFcX7HrZw,280,orchestra,train
3zAMVc0QacE,30,male singing,train
3ZB_CRPNNYU,75,people humming,train
3zDLJ5zhq3w,27,driving snowmobile,test
3ZErCskXIHs,150,playing piano,train
2TsvXiPHM3g,81,playing tabla,train
2TsvXiPHM3g,141,playing tabla,train
3z9BJ0sfSeI,30,playing electric guitar,test
3zBl-PWh0ik,20,"railroad car, train wagon",test
3zDLJ5zhq3w,147,driving snowmobile,train
3ZeVs3z7-W8,159,slot machine,train
2tVVu1EKdJ4,20,goose honking,train
2TwEv6iR4hU,20,printer printing,test
2TWLEc1kAgM,30,male singing,train
2tVVu1EKdJ4,30,goose honking,train
2TWQv16JvlE,291,playing shofar,train
2TX0Z3-L7cc,0,car engine knocking,train
2tXX2-Su_vg,100,driving buses,train
2tySiVDqMw4,127,airplane flyby,train
2tySiVDqMw4,138,airplane flyby,train
2TzI4yn-xmE,30,sailing,test
3z52z_mtR8U,214,dog baying,test
3zbU6CqKHhU,1,ambulance siren,train
3ZomoO0lbsg,161,vacuum cleaner cleaning floors,test
3ZrffaXJgZ8,80,playing drum kit,train
2U_Qfi_ruZU,86,missile launch,test
2U_Qfi_ruZU,97,missile launch,train
2U0FgptVWh4,80,playing bass guitar,test
3zpnZRN_GNA,109,missile launch,train
3ztMIgx8asA,38,train whistling,train
2U4wSdl10to,300,"railroad car, train wagon",train
3zpnZRN_GNA,119,missile launch,train
3ztMIgx8asA,52,train whistling,train
2u6N3qKNyHw,30,"railroad car, train wagon",train
2U6RTywadx0,80,people whistling,train
2u6O2IEo4kU,12,dog bow-wow,train
3ZLsK1ft4H0,10,printer printing,train
2U8_oG1m7cU,130,playing electric guitar,train
2U8xqYQuNVQ,283,people burping,train
3zpTny84oPg,90,people whispering,train
2U9KcK_iaa0,112,beat boxing,train
2uCaPqc1etI,23,tractor digging,test
3ZQ3EkFS3hY,80,driving snowmobile,train
2Udcp_d5d5U,40,playing timpani,train
2UDkN9BLa-g,82,volcano explosion,train
2uenFW2fWkE,310,slot machine,train
2uENvPNxvFw,30,child singing,train
3zJYPgvlwJs,20,ambulance siren,train
3ZK4XkunZos,87,playing double bass,test
3ZLsK1ft4H0,24,printer printing,train
3zNVKuS7DO0,36,playing hammond organ,test
3ZQ3EkFS3hY,104,driving snowmobile,train
3zvgheLkzng,78,playing steelpan,train
2uH_Ohl4TyI,1,lighting firecrackers,train
3zvy2wiSnDo,0,waterfall burbling,test
2Uib1yrgpQA,8,playing mandolin,train
2Uib1yrgpQA,127,playing mandolin,test
2Ui1MPLKJIo,110,air conditioning noise,train
2uL9elcaeZ0,30,car passing by,test
2uJaRa0ECEs,30,"motorboat, speedboat acceleration",train
2ulXtPz9vs8,396,playing bassoon,test
2unB-S9JXV8,4,playing harpsichord,train
2unB-S9JXV8,14,playing harpsichord,train
2UNuMbxz9ds,22,car passing by,train
3zwb3S0thEU,120,"bird chirping, tweeting",train
2uNz8CePpg8,30,female singing,test
2uP2y0CQ3QI,90,"playing marimba, xylophone",train
3zWxyoQC71M,30,horse neighing,train
2upm5NkV2I4,26,pheasant crowing,test
2UPvOw_EYVs,11,skiing,train
2Uq_XLIqR0w,0,playing electric guitar,test
2UQ9v6Uyafg,30,"male speech, man speaking",test
2URxLM0TEOI,5,playing mandolin,train
2URxLM0TEOI,23,playing mandolin,train
3ZK4XkunZos,33,playing double bass,test
3Z-qVBJndvI,86,playing bass guitar,train
3zY9_43cM-Q,0,child singing,test
2UtsZXYAtlI,150,playing saxophone,train
2utGBNLT0fg,80,"rowboat, canoe, kayak rowing",train
2UtwiVVYfGw,89,playing tabla,test
2UtwiVVYfGw,514,playing tabla,train
2UUMr1GaomU,70,people babbling,train
2UUmseSWdiA,30,playing bass guitar,train
2Uv7fWDjWB0,30,"playing violin, fiddle",train
2UV8DWO8MKg,10,ocean burbling,test
2UvIq6jvklE,30,driving buses,train
3-zYKISVtgQ,217,people eating noodle,train
2UWQtOCs0PA,30,playing flute,train
3-zYKISVtgQ,277,people eating noodle,train
2UXW346x7ZU,30,"bird chirping, tweeting",train
3ZYZ6Fc761M,96,strike lighter,test
4-0U1Ruc4S0,30,goose honking,train
4-aLiYiCTzk,92,tapping guitar,train
4-il1uQzpqg,6,playing harmonica,train
2UZcZRiVvNU,0,people running,train
4-AQAJIOLuM,250,playing banjo,train
4-il1uQzpqg,22,playing harmonica,train
4-SZ0BRns30,170,"vehicle horn, car horn, honking",test
2V3-6ACOr-o,140,playing piano,test
2-V4mcGiUZc,30,male singing,train
4-tcoVFlTws,370,"subway, metro, underground",train
2v5BQq4TPRk,74,playing theremin,test
2v5BQq4TPRk,87,playing theremin,train
2v9AevmYu6c,80,"race car, auto racing",train
2v99C9bbZ9U,30,male singing,train
4-Jrt7eg4hg,3,"vehicle horn, car horn, honking",train
2VAQ92D1Iqk,0,otter growling,train
4-d7hNHv1bk,30,playing bass drum,train
2Vb0HX5P7gM,1,chicken crowing,train
2VBfBOd7t-A,13,playing electronic organ,train
2vBhbayTRec,53,playing hammond organ,train
4-L1bo7qtsI,20,playing double bass,test
4-w-8-85nRE,30,crow cawing,train
2VcB-E4ACpM,428,beat boxing,train
4-eIyjcIWVc,30,playing electric guitar,test
4-l9NnKkXy0,30,playing cello,train
4-wEqDFgWeI,370,people whistling,test
2VdOQylRl08,2,playing lacrosse,train
2VdOQylRl08,43,playing lacrosse,test
2VDrzEBKhmQ,10,police car (siren),train
2VE13aB1nJA,30,child singing,train
2veLU2m4s2g,41,skiing,train
2veLU2m4s2g,161,skiing,train
4-AI7RRmPLQ,25,sailing,train
2vFDTRFUNhU,218,firing muskets,train
2vFDTRFUNhU,252,firing muskets,test
4-0U1Ruc4S0,20,goose honking,train
4-aLiYiCTzk,63,tapping guitar,test
2vgbGjhHtic,40,playing bass guitar,train
2VGc4kXn-XI,30,ambulance siren,train
2VG7r4RXuEo,310,police car (siren),test
2vGx1DsfM5k,30,playing electric guitar,train
4-XVyCjXwNY,30,singing choir,test
2Vhjnug7oHw,30,playing saxophone,test
4-PQAEZy7NA,69,arc welding,train
2vHV8PyGizg,30,driving motorcycle,train
2VHWbXDoRBQ,68,"electric shaver, electric razor shaving",train
2VhWd0InWyI,0,lions growling,test
4-ZgucRLOlA,30,playing bagpipes,train
2vI0iVw4AG8,55,pheasant crowing,train
20B8352300E,30,"pigeon, dove cooing",train
2viq7edyiWw,30,"engine accelerating, revving, vroom",train
2VJktuCj0wg,14,playing snare drum,train
2VJktuCj0wg,44,playing snare drum,train
2Vjuq5duAeY,420,"bird chirping, tweeting",train
2vkRgCaEqa8,30,car passing by,train
20CyPc_bkjA,30,playing acoustic guitar,test
2VLlvJMvIrI,30,"male speech, man speaking",train
20sstRN_pmI,170,playing bass guitar,test
2VnBVi_9ErU,100,playing banjo,test
20tJfey2OyU,72,lighting firecrackers,train
2vNYlboKPQg,30,car passing by,train
2VobmHXDsfI,30,skidding,train
20iXNvjn7GY,80,"playing marimba, xylophone",test
20NZMpgwLJ8,130,firing muskets,train
20tJfey2OyU,120,lighting firecrackers,train
2VpG6-cXtHM,30,male singing,train
20NZMpgwLJ8,231,firing muskets,train
2vPyIvL4MAM,30,playing bass guitar,train
2vQ-f5_MBtg,220,people clapping,train
2vqn1vRl-No,30,chainsawing trees,test
2VR03ILBWZ4,67,pheasant crowing,test
2vrsJv2HH-E,30,playing harp,train
2vRy5sJDzLA,50,"railroad car, train wagon",test
2VT3Whan-mk,30,female singing,test
2vShWwzzk9c,58,wood thrush calling,train
20e9cPAkNYE,11,golf driving,train
20FfN75nr9M,10,typing on computer keyboard,train
20jfQRf_RZA,21,stream burbling,test
2VUEDNgR4WQ,306,driving snowmobile,test
2VUEDNgR4WQ,395,driving snowmobile,train
2VXkr8kWJ4I,300,people burping,test
2vXlGSNtcn0,150,helicopter,train
2vYmoAMSjp0,20,people eating apple,train
2vYmoAMSjp0,35,people eating apple,test
20Qw3gponi4,220,playing trumpet,test
2vzJCYOuV9Y,68,dog howling,train
20xaD0Tzi2M,0,chicken crowing,train
21iXfj6AkqQ,30,"playing marimba, xylophone",train
2w1fE0LP1P4,12,car engine knocking,train
2w1NeptwLzU,156,playing table tennis,train
20e9cPAkNYE,52,golf driving,train
20zlCgsjrVc,41,people humming,train
2w6Eqqb010s,11,playing squash,train
2w6jRF1Ekhs,130,playing sitar,test
2w6jRF1Ekhs,193,playing sitar,train
20zZCE9oTec,10,fireworks banging,test
2w7o1yAG0tM,70,playing flute,train
2w8DpXpMWTI,1,playing didgeridoo,train
20Ma06EKTlQ,4,people running,test
20SQ6TwjChc,550,driving buses,train
21_aJUkmQu8,40,car engine starting,train
2wBb6Bs3lvw,73,playing timbales,train
2wBb6Bs3lvw,155,playing timbales,test
21KPYs64Sec,37,"heart sounds, heartbeat",train
2wbP0fPlpi8,30,"male speech, man speaking",test
21KPYs64Sec,93,"heart sounds, heartbeat",train
2WdgZxmSSaQ,76,playing table tennis,train
21KxKqQ2Dy4,12,tractor digging,train
2WdSpfgPrUQ,100,"rowboat, canoe, kayak rowing",train
2Wg9yjVJ-O0,30,playing acoustic guitar,train
2wGM6oTIxio,27,playing timbales,train
2wGM6oTIxio,62,playing timbales,train
2wGWn3R33Hw,115,beat boxing,test
21ztrlPbYZw,2,people battle cry,test
2wiP2B5SFYc,180,driving buses,test
21QZPO9JFH4,119,playing cornet,train
21u7zHUITO4,214,goose honking,train
21ztrlPbYZw,241,people battle cry,train
2wJ7Neg22Pg,6,playing tuning fork,test
2wJ7Neg22Pg,23,playing tuning fork,train
21u8CsPMWsw,6,sheep bleating,train
2WJdaeM7PQg,182,playing zither,train
2WJdaeM7PQg,270,playing zither,test
2WJhax7Jmxs,33,playing oboe,train
2WJhax7Jmxs,199,playing oboe,train
21u8CsPMWsw,17,sheep bleating,train
2wLBKWDnMl8,30,playing bass guitar,train
2wLqdQtf64I,30,"motorboat, speedboat acceleration",train
2wm2R1C0VBg,30,male singing,train
21QZPO9JFH4,151,playing cornet,train
21U79EMisJo,30,car passing by,train
2wNLSS1we2M,5,skidding,train
2wo4nIU6VcQ,62,"playing steel guitar, slide guitar",train
2wo4nIU6VcQ,103,"playing steel guitar, slide guitar",train
2WnUWrMc1sc,78,people sneezing,train
21vfIdV2B60,30,dog barking,train
22DapbNwnUY,30,playing flute,test
2WQDTzY-v3Q,0,car engine starting,train
21o6PcGFH7w,129,car engine starting,train
21oYgoG5jnc,2,fire truck siren,train
2WR20WVZGqU,27,playing glockenspiel,train
2WR20WVZGqU,61,playing glockenspiel,train
2Wse5UPHiv8,3,playing harmonica,test
2Wse5UPHiv8,310,playing harmonica,test
2WssOoqZxZ4,30,"female speech, woman speaking",train
2Wte-7-b0a0,30,playing electric guitar,train
22Fj9O2aWOE,555,firing muskets,test
2Wv1iw2cpPU,57,driving snowmobile,train
2Wv1iw2cpPU,70,driving snowmobile,train
22fKdpbrrwI,1,cricket chirping,train
2wVeUAYPTps,30,male singing,test
2WVYxPWKtnw,120,playing harp,train
2wWC2scb7S8,30,skidding,train
2WxzSPESoZI,30,playing acoustic guitar,test
21sANXoTHRM,90,using sewing machines,train
21VnD9SeJU8,19,playing flute,train
2WzBFgf4HQU,210,people crowd,train
21pdSmyFnQ4,46,playing double bass,train
22Hq-UYEQt4,30,waterfall burbling,train
2x0z9tRGUSk,20,reversing beeps,test
21wyi5eGpxA,30,"female speech, woman speaking",train
2x1tvl2_aD8,201,arc welding,train
2x1tvl2_aD8,369,arc welding,train
21pdSmyFnQ4,93,playing double bass,train
21y4r2wVzTA,21,woodpecker pecking tree,train
2x4Nt4CkPc4,4,wood thrush calling,test
2x4Nt4CkPc4,59,wood thrush calling,train
21LIBAvIn3I,140,female singing,test
21y4r2wVzTA,96,woodpecker pecking tree,train
2X9FQdXabBI,30,printer printing,train
22SS3Fi3SVg,3,tapping guitar,test
2xaVln5-wCY,154,skiing,train
2xaVln5-wCY,543,skiing,test
22SS3Fi3SVg,19,tapping guitar,train
22wmTz_cJq0,10,driving motorcycle,train
2XDBIekkyyA,9,playing bongo,test
2XDBIekkyyA,35,playing bongo,train
23bs6fI92Wk,109,playing theremin,train
2xeapoJ53GE,30,male singing,train
23bs6fI92Wk,187,playing theremin,test
2XFDeP2JVBo,444,basketball bounce,train
23gsnBB2zTk,41,vacuum cleaner cleaning floors,train
2xGNqIaIt4Q,30,car passing by,train
23cPVkdIzLQ,350,playing saxophone,train
23gsnBB2zTk,72,vacuum cleaner cleaning floors,train
2XGUhCnZ-kw,20,"motorboat, speedboat acceleration",train
2xl6ZZm63io,8,sliding door,train
2XlDa3WxVJ0,17,volcano explosion,train
2XlDa3WxVJ0,28,volcano explosion,train
2xLS-PkAK58,5,rope skipping,train
2xLS-PkAK58,103,rope skipping,train
2XMCxcnzhsA,11,playing flute,test
22ToXy-6YTE,2,playing guiro,train
2XNZ_m4jNH0,30,playing bass guitar,train
2xobBryGD3A,0,dog bow-wow,test
23JOK4lmJrY,30,playing bass guitar,test
2xOmzfn_w4U,30,playing acoustic guitar,train
2XotC1tHl6M,503,car engine idling,test
2XOTxAZZhsQ,30,eating with cutlery,train
23kti2LQUdw,19,playing theremin,train
2xpJ7aAptfY,11,playing mandolin,train
2xpJ7aAptfY,22,playing mandolin,train
2xQ1wI1ICN4,49,tractor digging,train
22Khqbv0zvM,38,playing electronic organ,train
22Khqbv0zvM,111,playing electronic organ,train
22obRTqXeTY,30,playing bagpipes,train
23kti2LQUdw,68,playing theremin,train
2xSxQlxv_Jo,30,playing electric guitar,train
23ky1UGWeKg,190,playing bass guitar,test
2xUTfJbiufk,130,"bird chirping, tweeting",train
23lFGOga_Eo,440,"playing marimba, xylophone",train
2Xv4MMEGj2E,2,playing tabla,test
2Xv4MMEGj2E,14,playing tabla,train
2XVl8t1-XOM,560,chainsawing trees,train
22UJWXfplhw,30,"male speech, man speaking",train
2xxG3YQJ-t8,76,opening or closing car doors,train
22uQ4789J2Q,194,bull bellowing,train
23AbEgFVBCw,30,female singing,test
2xYRjjPWfGk,0,people hiccup,train
24DFQn8CZjg,14,playing tambourine,train
2y_-RWlBNys,698,playing cornet,train
2y_WkNliVGE,30,duck quacking,train
2y2O4h8g3ls,210,raining,train
2y2Pi0A-Yxo,10,people clapping,test
2Y4A3SSi4mM,148,beat boxing,train
2y4upjiWuXQ,75,dog whimpering,test
2y4upjiWuXQ,100,dog whimpering,train
23yHMuHNU38,31,playing theremin,train
24eFwL2rgjA,114,"subway, metro, underground",test
2Y-6vV1tgG4,40,"bird chirping, tweeting",train
24eFwL2rgjA,156,"subway, metro, underground",train
2y8C4zMf8wU,260,playing electric guitar,train
23oNVTntDd4,30,"pigeon, dove cooing",train
23o-oly_gts,114,playing sitar,train
23o-oly_gts,155,playing sitar,train
23udSwbMF3o,26,"electric shaver, electric razor shaving",train
2yAxIf0Q07Y,23,playing didgeridoo,train
2yb5ojhk8rk,157,barn swallow calling,test
2ydyFLjN77s,220,helicopter,train
23wo-Btq-tc,8,"vehicle horn, car horn, honking",test
24eZIzMtVEQ,431,playing oboe,test
2Y-f9zWKpI0,22,sailing,train
2yffchrbhjo,30,playing electric guitar,test
24eZIzMtVEQ,456,playing oboe,train
2yfMsBf3bI8,1,playing zither,train
2yfMsBf3bI8,13,playing zither,train
24-F9DdJGf4,50,playing piano,train
2yGh3C4XtQg,9,black capped chickadee calling,train
2YgksWSVNjE,66,beat boxing,test
2YgtP8V2GII,30,playing acoustic guitar,train
24AMy6pRFzs,40,wind rustling leaves,train
24fFZXNj1t8,170,male singing,test
2Ygx_6Q2-NY,10,people cheering,train
2Yi4Z9-cuiE,9,horse clip-clop,train
2YIODu5t1Ao,21,playing acoustic guitar,test
2YIZLARm8sI,187,parrot talking,test
2YIZLARm8sI,201,parrot talking,train
2YKi01udnOk,70,people whistling,train
2YKKHtq2d3w,31,playing tabla,test
2YKKHtq2d3w,108,playing tabla,train
2YKYywiWVH0,0,playing saxophone,train
2YltLYM7HZw,26,slot machine,train
2YmbS72e8q8,8,playing banjo,train
2ymf0pMOYr8,30,"rowboat, canoe, kayak rowing",train
24HRi054dAY,31,"bird chirping, tweeting",test
2YogEgqrGSc,139,playing hammond organ,train
24HX501AxtU,40,"subway, metro, underground",train
2YPRT4UrBZM,80,mouse pattering,train
24iabqeWrFI,310,playing double bass,train
2YPyNrIus28,28,mynah bird singing,train
2YPyNrIus28,40,mynah bird singing,test
2YrdbClQARE,80,people sobbing,train
2YrIIOchjLQ,100,toilet flushing,test
2Yr-XsXm7hk,53,playing cornet,test
2Yr-XsXm7hk,63,playing cornet,train
24WYeOEBZLM,158,cattle mooing,train
25gMceclZJo,538,playing ukulele,test
2YTfI3CNH7E,40,playing glockenspiel,test
2YTfI3CNH7E,57,playing glockenspiel,train
24x_49ew4qo,30,female singing,train
25H3IMpJwzI,229,cap gun shooting,test
2yUkySlo0nE,200,chicken crowing,train
25hXjUt-XBY,30,"playing marimba, xylophone",train
2-YVr8OpXlY,21,dog growling,train
2-YVr8OpXlY,31,dog growling,test
24raeJRdq5k,152,singing bowl,train
2yXH0njyl3g,16,bird squawking,train
2yXiscEt8qE,180,playing didgeridoo,train
2Yyy4TLH-J4,39,mynah bird singing,train
2Yyy4TLH-J4,51,mynah bird singing,test
2z1yKXMDXqw,137,singing bowl,train
2z1yKXMDXqw,344,singing bowl,train
2Z3dQEyuhDU,0,"vehicle horn, car horn, honking",train
25iPpH1zeg8,20,splashing water,test
2Z3TgfC0rpI,8,"heart sounds, heartbeat",train
2Z3TgfC0rpI,34,"heart sounds, heartbeat",train
25IsyFPU6gU,62,people marching,test
2Z4bIBKxirc,420,"child speech, kid speaking",test
24rn5I7XVcw,5,air conditioning noise,test
24uoFt_XHsE,144,playing castanets,train
2Z6u7YKXELA,72,playing squash,train
2Z6u7YKXELA,99,playing squash,train
2z7Z8YCy3Lg,9,"alligators, crocodiles hissing",train
24uoFt_XHsE,246,playing castanets,train
25bLmh2LNuA,140,baby laughter,train
2zAZ6V3AACo,3,"vehicle horn, car horn, honking",train
24oaTppBQZU,0,"rowboat, canoe, kayak rowing",train
24RslguGy58,412,printer printing,train
25dlPKdupl0,30,male singing,train
2zcGhf7TUKw,63,hammering nails,train
2zcGhf7TUKw,123,hammering nails,train
24RslguGy58,480,printer printing,train
2zDyhVx0-70,290,skidding,train
2zev5MpJKPc,39,chicken clucking,train
2zev5MpJKPc,78,chicken clucking,test
2ZgnpjUvIt0,30,people sniggering,train
2ZgTgXeqKQw,30,"male speech, man speaking",test
2ZGZBKw83yY,30,female singing,train
25FE2YRGkAc,141,train horning,train
25OVN5Ey3FU,0,sheep bleating,train
2zHMrcE5Joo,30,playing bass guitar,test
2ZInbopcYkU,412,"electric shaver, electric razor shaving",train
2Zir1UxVpxo,5,fox barking,train
25FE2YRGkAc,285,train horning,train
2ZJ-kpYrje0,38,playing ukulele,train
2ZJ-kpYrje0,58,playing ukulele,train
24WDlrQFBRM,4,foghorn,train
